fecha,autor_portada,titulo_portada,autor_critica,url,url_imagen,news_keywords,keywords,descripcion,id
2011-12-19,Eric Drooker.,"“Apparition,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-too-many-santas,"https://media.newyorker.com/photos/590950d9ebe912338a372574/master/w_280,c_limit/2011_12_19.jpg",missing,missing,missing,missing
2012-01-02,Barry Blitt.,"“Déjà Vu All Over Again,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-happy-newt-year,"https://media.newyorker.com/photos/590950da1c7a8e33fb38a09e/master/w_280,c_limit/2012_01_02.jpg",missing,missing,missing,missing
2012-01-09,Bruce McCall.,"“Chutes and Ladders,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-the-carnival-is-in-town,"https://media.newyorker.com/photos/590950da019dfc3494e9d74b/master/w_280,c_limit/2012_01_09.jpg","2012 Election,primary,Republicans,_wordpress_id:2025041","2012 Election,primary,Republicans,_wordpress_id:2025041","“I would have loved to get into the meat of the issue: those clowns who are running for the Republican nomination,” says Bruce McCall, this week’s …",5924bf1dec03de731c843e45
2012-01-16,Bob Staake.,"“Political Circus,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-tent-show,"https://media.newyorker.com/photos/590950dbc14b3c606c10358e/master/w_280,c_limit/2012_01_16.jpg",missing,missing,missing,missing
2012-01-23,Jorge Colombo.,"“Sunlight on Twenty-Third Street,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-struck-by-the-light,"https://media.newyorker.com/photos/590950ca6552fa0be682b9f2/master/w_280,c_limit/2012_01_23.jpg","Jorge Colombo,_wordpress_id:2026011","Jorge Colombo,_wordpress_id:2026011","The first Jorge Colombo “Finger Painting,” made on his iPhone, appeared on the cover of the June 1, 2009, issue of The New Yorker. For the next two …",5924bf30504b4521f98658b6
2012-01-30,George Booth.,"“Winter Blues,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-george-booth-remembers-mawmaw,"https://media.newyorker.com/photos/590950caebe912338a372536/master/w_280,c_limit/2012_01_30.jpg",missing,missing,missing,missing
2012-02-06,Barry Blitt.,"“The Big Game,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-the-big-game,"https://media.newyorker.com/photos/590950cb6552fa0be682b9fc/master/w_280,c_limit/2012_02_06.jpg","Barack Obama,Football,Mitt Romney,Newt Gingrich,_wordpress_id:2026711","Barack Obama,Football,Mitt Romney,Newt Gingrich,_wordpress_id:2026711","Barry Blitt, the artist responsible for this week’s cover, “The Big Game,” won’t be watching the Super Bowl. “I don't follow football at all,” …",59124ce79467e026839eea6a
2012-02-13,Brett Culbert and Rea Irvin.,"“Loading . . . ,”",The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-your-eustace-2012,"https://media.newyorker.com/photos/590950ccc14b3c606c10354e/master/w_280,c_limit/2012_02_13.jpg",_wordpress_id:2027231,_wordpress_id:2027231,"A first: The idea for this week’s cover, “Loading…”, came from one of our readers, Brett Culbert, a thirty-year-old landscape historian. …",59124ce49467e026839eea69
2012-02-27,Bruce Mccall.,"“V.I.P.S,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-oscar-night-party,"https://media.newyorker.com/photos/590950ccc14b3c606c103551/master/w_280,c_limit/2012_02_27.jpg",missing,missing,missing,missing
2012-03-05,Roz Chast.,"“Second Avenue Line,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-straight-line,"https://media.newyorker.com/photos/590950cd019dfc3494e9d711/master/w_280,c_limit/2012_03_05.jpg",missing,missing,missing,missing
2012-03-12,"State,”",“State,missing,http://www.newyorker.com/culture/culture-desk/cover-story-in-the-doghouse,"https://media.newyorker.com/photos/590950ce1c7a8e33fb38a05c/master/w_280,c_limit/2012_03_12.jpg",missing,missing,missing,missing
2012-03-19,Ivan Brunetti.,"“Warmth,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-life-as-a-comic-strip,"https://media.newyorker.com/photos/590950ce019dfc3494e9d719/master/w_280,c_limit/2012_03_19.jpg",missing,missing,missing,missing
2012-03-26,Maira Kalman.,"“Spring Has Sprung,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-portrait-of-a-cheez-doodle,"https://media.newyorker.com/photos/590950cf1c7a8e33fb38a061/master/w_280,c_limit/2012_03_26.jpg",missing,missing,missing,missing
2012-04-02,George Booth.,"“Rite of Spring,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-house-painting,"https://media.newyorker.com/photos/590950d0ebe912338a37254e/master/w_280,c_limit/2012_04_02.jpg",_wordpress_id:2030901,_wordpress_id:2030901,"“I have a line for ya that my old boss in trade publishing used to say,” George Booth said when asked about this week’s cover. “He was president …",59124d13c640e370c41b9555
2012-04-09,Frank Viva.,"“A Whiff of Cool Air,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-a-tough-balancing-act,"https://media.newyorker.com/photos/590950d06552fa0be682ba16/master/w_280,c_limit/2012_04_09.jpg","Golf,_wordpress_id:2031351","Golf,_wordpress_id:2031351","Frank Viva confesses that, when he started on this week’s cover, “I knew nothing about golf, apart from lugging my grandfather’s clubs around when I …",5924bf2aec03de731c843e4a
2012-04-16,Bruce Mccall.,"“Carry-On Luggage,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-hell-is-other-peoples-luggage,"https://media.newyorker.com/photos/590950d1ebe912338a372554/master/w_280,c_limit/2012_04_16.jpg",missing,missing,missing,missing
2012-04-23,Frank Viva.,"“The Joys of the Outdoors,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-hidden-pockets-of-new-york,"https://media.newyorker.com/photos/590950d21c7a8e33fb38a071/master/w_280,c_limit/2012_04_23.jpg",missing,missing,missing,missing
2012-04-30,Peter De Sève.,"“Tag Sale,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-peter-de-sves-ice-age,"https://media.newyorker.com/photos/590950d26552fa0be682ba1c/master/w_280,c_limit/2012_04_30.jpg",_wordpress_id:2033201,_wordpress_id:2033201,"“I love to draw animals, and any opportunity I have to use them in a piece, I take it,” says Peter de Sève, the artist behind “Tag Sale.” “I …",59124d492c08e463ee6a2671
2012-05-07,Chris Ware.,"“Mother’s Day,”",Chris Ware ,http://www.newyorker.com/culture/culture-desk/cover-story-haunted-by-gretchen-dow-simpson,"https://media.newyorker.com/photos/590950d3ebe912338a37255e/master/w_280,c_limit/2012_05_07.jpg","Chris Ware,_wordpress_id:2033861","Chris Ware,_wordpress_id:2033861","Editor’s Note: We asked Chris Ware, who drew this week’s cover, “Mother’s Day,” to discuss the New Yorker covers that inspired him. Since I …",59124d50c640e370c41b9567
2012-05-14,Bob Staake.,"“The Cloud,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-up-in-the-clouds,"https://media.newyorker.com/photos/590950d4019dfc3494e9d733/master/w_280,c_limit/2012_05_14.jpg",missing,missing,missing,missing
2012-05-21,Bob Staake.,"“Spectrum of Light,”",The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-obamas-gay-marriage-announcement,"https://media.newyorker.com/photos/590950d41c7a8e33fb38a080/master/w_280,c_limit/2012_05_21.jpg","Gay Marriage,_wordpress_id:2035261","Gay Marriage,_wordpress_id:2035261","“I am honored to be doing this cover. It’s a celebratory moment for our country, and that’s what I tried to capture. (I don’t especially like those…",59124d6c2c08e463ee6a267c
2012-05-28,Mark Ulriksen.,"“Adrift,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-adrift,"https://media.newyorker.com/photos/590950d56552fa0be682ba26/master/w_280,c_limit/2012_05_28.jpg","Graduation,_wordpress_id:2035731","Graduation,_wordpress_id:2035731","“I was walking my dog in the park, thinking about graduation—just that whole notion of a big crowd of people all faced with the same situation, all …",59124d7b2c08e463ee6a267e
2012-06-04,Daniel Clowes.,"“Crashing the Gate,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-dan-clowes,"https://media.newyorker.com/photos/5909672d019dfc3494ea0d6d/master/w_200,c_limit/120604_toc.jpg","Dan Clowes,_wordpress_id:2036331","Dan Clowes,_wordpress_id:2036331","“If you had told me when I began that I would have my work on a museum wall, I would have thought, ‘What’s happened to civilization?’ ” says …",5924bf1d3d0eb26fcd9f9711
2012-06-18,Owen Smith.,"“Soda Noir,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-soda-noir,"https://media.newyorker.com/photos/590950d72179605b11ad2d40/master/w_280,c_limit/2012_06_18.jpg",missing,missing,missing,missing
2012-06-25,Gayle Kabaker.,"“June Brides,”",Nadja Spiegelman Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-from-blog-to-magazine-cover,"https://media.newyorker.com/photos/590950d8ebe912338a372570/master/w_280,c_limit/2012_06_25.jpg","Gay Marriage,Weddings,_wordpress_id:2038281","Gay Marriage,Weddings,_wordpress_id:2038281","This week’s cover, “June Brides,” is the artist Gayle Kabaker’s first time in The New Yorker. The magazine’s art editor, Françoise Mouly, found …",59124d9a2c08e463ee6a2688
2012-07-02,Edward Koren.,"“Summer Chore,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-grass-and-stone,"https://media.newyorker.com/photos/590950d9019dfc3494e9d747/master/w_280,c_limit/2012_07_02.jpg",missing,missing,missing,missing
2012-07-09,Bob Staake.,"“In Good Health,”",Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-obama-moments,"https://media.newyorker.com/photos/590950d9ebe912338a372578/master/w_280,c_limit/2012_07_09.jpg",_wordpress_id:2039421,_wordpress_id:2039421,"This week’s cover “In Good Health,” by Bob Staake, captures the moment described by the Times as a “victory for Mr. Obama and Congressional …",5924f874c0addd1cefc8daac
2012-07-23,Mark Ulriksen.,"“Capturing the Memories,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-capturing-memories,"https://media.newyorker.com/photos/590950da2179605b11ad2d4a/master/w_280,c_limit/2012_07_23.jpg",missing,missing,missing,missing
2012-07-30,Javier Mariscal.,"“Shaded Terrace,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-a-movie-built-on-friendship,"https://media.newyorker.com/photos/590950db2179605b11ad2d4c/master/w_280,c_limit/2012_07_30.jpg",missing,missing,missing,missing
2012-08-06,Frank Viva.,"“London 2012,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-tiny-women-and-gigantic-men,"https://media.newyorker.com/photos/590950ca6552fa0be682b9f6/master/w_280,c_limit/2012_08_06.jpg",_wordpress_id:2041131,_wordpress_id:2041131,"“I like the idea of the Olympics because it’s such an international event,” says Frank Viva à propos of “London 2012,” his cover for this …",5924bf1ac607487ed1deab87
2012-08-13,Ian Falconer.,"“High Noon,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-ian-falconer,"https://media.newyorker.com/photos/590950cbebe912338a372538/master/w_280,c_limit/2012_08_13.jpg",missing,missing,missing,missing
2012-08-27,Bruce Mccall.,"“A Greener, Greater New York,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-bruce-mccalls-signs,"https://media.newyorker.com/photos/590950cb1c7a8e33fb38a052/master/w_280,c_limit/2012_08_27.jpg",missing,missing,missing,missing
2012-09-03,Barry Blitt.,"“Bromance,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-romney-and-ryans-bromance,"https://media.newyorker.com/photos/590950cc019dfc3494e9d70d/master/w_280,c_limit/2012_09_03.jpg",missing,missing,missing,missing
2012-09-10,Ian Falconer.,"“Stiff Competition,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-ian-falconers-new-york-lady,"https://media.newyorker.com/photos/590966b8019dfc3494ea0c9d/master/w_200,c_limit/120910_toc.jpg",_wordpress_id:2043201,_wordpress_id:2043201,"The older, well-dressed lady on this week’s cover, “Stiff Competition,” by Ian Falconer, has made many appearances since her début in The New Yorker…",5924bf1653825d3e461cc3c0
2012-09-17,Chris Ware.,"“Back To School,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-chris-wares-big-box-of-melancholy,"https://media.newyorker.com/photos/590950cd1c7a8e33fb38a058/master/w_280,c_limit/2012_09_17.jpg",missing,missing,missing,missing
2012-09-24,Roz Chast.,"“Bring in the Clowns!,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-roz-chast-on-the-political-circus,"https://media.newyorker.com/photos/590950cec14b3c606c10355a/master/w_280,c_limit/2012_09_24.jpg",missing,missing,missing,missing
2012-10-01,Barry Blitt.,"“Driven,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-romneys-best-political-attribute,"https://media.newyorker.com/photos/590950ce1c7a8e33fb38a05e/master/w_280,c_limit/2012_10_01.jpg",_wordpress_id:2044751,_wordpress_id:2044751,"“One of the qualifications for being President of the United States ought to be caricaturability,” says Barry Blitt, the artist behind this week’s …",59124e11ba06d139e8ad4aeb
2012-10-08,Ian Falconer.,"“Out of the Mouths of Babes,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-ian-falconers-inspirations,"https://media.newyorker.com/photos/590950cf019dfc3494e9d71e/master/w_280,c_limit/2012_10_08.jpg","Charles Addams,Halloween,Valentine's Day,_wordpress_id:2045301","Charles Addams,Halloween,Valentine's Day,_wordpress_id:2045301","This week’s cover, “Out of the Mouths of Babes,” by Ian Falconer, the author of the Olivia books (most recently, “Olivia and the Fairy …",5924bf132011247369825704
2012-10-15,Barry Blitt.,"“One on One,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-the-first-presidential-debate,"https://media.newyorker.com/photos/590950d01c7a8e33fb38a066/master/w_280,c_limit/2012_10_15.jpg","2012 Election,Barack Obama,Debates,Mitt Romney,_wordpress_id:2045741","2012 Election,Barack Obama,Debates,Mitt Romney,_wordpress_id:2045741","Here’s a sneak preview of next week’s cover, “One on One,” by Barry Blitt. “This image seemed like a proper response to the first Presidential …",5924bf10ec03de731c843e3f
2012-10-22,Edward Koren.,"“On Your Mark!,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-ed-korens-avalanche-of-furriness,"https://media.newyorker.com/photos/590950d1c14b3c606c103563/master/w_280,c_limit/2012_10_22.jpg",missing,missing,missing,missing
2012-10-29,Barry Blitt.,"“Skin Deep,”",Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-mitt-romneys-tattoos,"https://media.newyorker.com/photos/590950d1ebe912338a372558/master/w_280,c_limit/2012_10_29.jpg","2012 Election,Barry Blitt,Mitt Romney,Norman Rockwell,_wordpress_id:2046581","2012 Election,Barry Blitt,Mitt Romney,Norman Rockwell,_wordpress_id:2046581","Next week’s cover, “Skin Deep,” by Barry Blitt, pays homage to the Norman Rockwell painting “The Tattoo Artist.” We asked Blitt how he came up …",59124e3d9467e026839eeac8
2012-11-12,Adrian Tomine.,"“Undeterred,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-hurricane-sandys-election,"https://media.newyorker.com/photos/590950d22179605b11ad2d2a/master/w_280,c_limit/2012_11_12.jpg","Sandy,_wordpress_id:2047451","Sandy,_wordpress_id:2047451","I spent the whole night glued to the Internet and watching everything unfolding, just being shocked that this kind of dramatic destruction was happening …",59124e462c08e463ee6a26b1
2012-11-19,Mark Ulriksen.,"“Rhapsody in Blue,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-rhapsody-in-blue,"https://media.newyorker.com/photos/590950d3c14b3c606c10356a/master/w_280,c_limit/2012_11_19.jpg","2012 Election,Covers,_wordpress_id:2048141","2012 Election,Covers,_wordpress_id:2048141","Mark Ulriksen's inspiration for drawing the cover of the November 19, 2012 issue.",59124e4ac640e370c41b95a2
2012-11-26,Barry Blitt.,"“Camouflage,”",Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-the-petraeus-affair,"https://media.newyorker.com/photos/590950d41c7a8e33fb38a079/master/w_280,c_limit/2012_11_26.jpg",_wordpress_id:2048621,_wordpress_id:2048621,"The media can’t ignore a good sex scandal, and the Petraeus affair, with its spycraft, the “other other woman,” twins, and two four-star generals, is…",59124e50b6adb8714081ffa8
2012-12-03,Wayne Thiebaud.,"“Hot-Dog Stand,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-wayne-thiebauds-hot-dog-stand,"https://media.newyorker.com/photos/590966476552fa0be682ef55/master/w_200,c_limit/121203_toc.jpg",missing,missing,missing,missing
2012-12-10,Saul Steinberg.,"“Union Square, 1973,”",Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-saul-steinbergs-restless-hands,"https://media.newyorker.com/photos/590950d51c7a8e33fb38a082/master/w_280,c_limit/2012_12_10.jpg","Saul Steinberg,_wordpress_id:2049551","Saul Steinberg,_wordpress_id:2049551","“Steinberg was so excited, he was like a kid in craft class,” Anton van Dalen, Saul Steinberg’s friend, studio assistant, and fellow-artist, …",59124e5eba06d139e8ad4b02
2012-12-17,Edward Sorel.,"“When Duty Palls,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-edward-sorels-covered-up-scandal,"https://media.newyorker.com/photos/590950d6ebe912338a37256a/master/w_280,c_limit/2012_12_17.jpg",missing,missing,missing,missing
2012-12-24,Frank Viva.,"“Top of the World,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-frank-viva-and-the-polar-regions,"https://media.newyorker.com/photos/590966322179605b11ad625a/master/w_200,c_limit/121224_toc1.jpg",missing,missing,missing,missing
2013-01-07,Chris Ware.,"“Threshold,”",Chris Ware ,http://www.newyorker.com/culture/culture-desk/cover-story-threshold,"https://media.newyorker.com/photos/590950d8ebe912338a37256e/master/w_280,c_limit/2013_01_07.jpg","Newtown Shooting,_wordpress_id:1714281","Newtown Shooting,_wordpress_id:1714281","As parents and citizens, we entrust our children not only to the safety of schools but also to the nurturing and cultivated environment of schools and …",590ca975dd6207318b5daf37
2013-01-14,Lorenzo Mattotti.,"“Winter Warmth,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-lorenzo-mattottis-winter-warmth,"https://media.newyorker.com/photos/590950d82179605b11ad2d42/master/w_280,c_limit/2013_01_14.jpg",missing,missing,missing,missing
2013-01-21,Barry Blitt.,"“Herding Cats,”",Barry Blitt ,http://www.newyorker.com/culture/culture-desk/cover-story-herding-cats,"https://media.newyorker.com/photos/590950d92179605b11ad2d44/master/w_280,c_limit/2013_01_21.jpg","Covers,_wordpress_id:1714951","Covers,_wordpress_id:1714951","Artist Barry Blitt describes his inspiration for the cover of the January 21st cover, ""Herding Cats.""",590ca9abdd6207318b5daf3f
2013-01-28,Jorge Colombo.,"“Newsstand,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-jorge-colombos-ipad-finger-paintings,"https://media.newyorker.com/photos/590950da1c7a8e33fb38a09d/master/w_280,c_limit/2013_01_28.jpg",missing,missing,missing,missing
2013-02-04,Birgit Schössow.,"“First Tracks,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-first-tracks,"https://media.newyorker.com/photos/590950dac14b3c606c10358a/master/w_280,c_limit/2013_02_04.jpg",missing,missing,missing,missing
2013-02-11,Simon Greiner.,"“Brooklyn’s Eustace,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-your-eustace-2013,"https://media.newyorker.com/photos/590950dbebe912338a372586/master/w_280,c_limit/2013_02_11.jpg","Covers,Eustace Tilley,_wordpress_id:1716251","Covers,Eustace Tilley,_wordpress_id:1716251",A slide show of all of the 2013 Eustace Tilley finalists and what they have to say about their entries.,5924bf683d0eb26fcd9f9720
2013-02-25,Mark Ulriksen.,"“Star-Studded Evening,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-drawing-movie-stars,"https://media.newyorker.com/photos/590950cd019dfc3494e9d710/master/w_280,c_limit/2013_02_25.jpg",missing,missing,missing,missing
2013-03-04,Roz Chast.,"“Ad Infinitum,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-roz-chast-appreciates-art,"https://media.newyorker.com/photos/590950ce1c7a8e33fb38a05b/master/w_280,c_limit/2013_03_04.jpg",missing,missing,missing,missing
2013-03-11,Barry Blitt.,"“Sic Transit Gloria Mundi,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-pope-benedict-xvi-retires,"https://media.newyorker.com/photos/590950ce2179605b11ad2d18/master/w_280,c_limit/2013_03_11.jpg",missing,missing,missing,missing
2013-03-18,Maira Kalman.,"“Canine Couture,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-maira-kalmans-philosophers-walk,"https://media.newyorker.com/photos/590950cf019dfc3494e9d71c/master/w_280,c_limit/2013_03_18.jpg",missing,missing,missing,missing
2013-03-25,Ana Juan.,"“Art and Architecture,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-i-love-shoes,"https://media.newyorker.com/photos/590965ba2179605b11ad614e/master/w_200,c_limit/130325_20130325_toc.jpg","Fashion,Style,_wordpress_id:1719781","Fashion,Style,_wordpress_id:1719781","“I love fashion. I’m not a fashion victim but I’m a fashion lover,” says Ana Juan, the artist behind this week’s cover, “Art and Architecture.”",5924bf0b3d0eb26fcd9f970d
2013-04-01,Luci Gutiérrez.,"“I Love,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-new-yorkers-in-love,"https://media.newyorker.com/photos/590950d16552fa0be682ba18/master/w_280,c_limit/2013_04_01.jpg",missing,missing,missing,missing
2013-04-08,Mark Ulriksen.,"“Hitting 40,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-mark-ulriksens-baseball-art,"https://media.newyorker.com/photos/590950d1c14b3c606c103568/master/w_280,c_limit/2013_04_08.jpg","Cover Story,_wordpress_id:1720801","Cover Story,_wordpress_id:1720801","A slide show of more New Yorker illustrations, sketchbooks, and covers about baseball by Mark Ulriksen.",5924bf08ec03de731c843e3d
2013-04-15,Edward Sorel.,"“Blossom Time,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-edward-sorels-murals,"https://media.newyorker.com/photos/590950d2019dfc3494e9d728/master/w_280,c_limit/2013_04_15.jpg",missing,missing,missing,missing
2013-04-22,Luke Pearson.,"“Now Boarding,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-luke-pearsons-now-boarding,"https://media.newyorker.com/photos/590965a56552fa0be682ee1a/master/w_200,c_limit/130422_toc_journeys1.jpg",missing,missing,missing,missing
2013-04-29,Eric Drooker.,"""Shadow Over Boston,""",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-shadow-over-boston,"https://media.newyorker.com/photos/590950d41c7a8e33fb38a07a/master/w_280,c_limit/2013_04_29.jpg","BostonMarathon,Cover Story,_wordpress_id:1722481","BostonMarathon,Cover Story,_wordpress_id:1722481","“I never believed that art is merely a form of expression. For me, it’s foremost a means of communication. With pictures, I speak to everyone, …",5924bf043d0eb26fcd9f970a
2013-05-06,Birgit Schössow.,"“City Flair,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-city-flair,"https://media.newyorker.com/photos/590950d42179605b11ad2d36/master/w_280,c_limit/2013_05_06.jpg","Cover Story,Covers,Fashion,New York,_wordpress_id:1722851","Cover Story,Covers,Fashion,New York,_wordpress_id:1722851","“When I visited New York, one of my favorite things to do was to explore the various flea markets,” says Birgit Schössow, the German artist behind …",5924bf0020112473698256ff
2013-05-13,Chris Ware.,"“Mothers’ Day,”",Chris Ware ,http://www.newyorker.com/culture/culture-desk/cover-story-happy-mothers-day,"https://media.newyorker.com/photos/590950d52179605b11ad2d38/master/w_280,c_limit/2013_05_13.jpg","Art,Chris Ware,Cover Story,Covers,_wordpress_id:1723321","Art,Chris Ware,Cover Story,Covers,_wordpress_id:1723321","So, a final draft: happy Mothers’ Day, moms. We are grateful to, and love, you all.",5910e65bf8fa3e67faf0b08b
2013-05-20,Christoph Niemann.,"“Eureka!,”",Christoph Niemann ,http://www.newyorker.com/culture/culture-desk/cover-story-eureka,"https://media.newyorker.com/photos/59096569019dfc3494ea0a2b/master/w_200,c_limit/130520_20130520_toc.jpg","_wordpress_id:1723621,Art","_wordpress_id:1723621,Art","Reporting, Profiles, daily news, cultural coverage, podcasts, videos, and cartoons from The New Yorker.",5914944d7cfeb00f5aaeac94
2013-05-27,Ana Juan.,"“Defiance,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-defiance,"https://media.newyorker.com/photos/590950d6019dfc3494e9d73d/master/w_280,c_limit/2013_05_27.jpg",missing,missing,missing,missing
2013-06-03,Marcellus Hall.,"“Urban Cycles,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-marcellus-halls-urban-cycles,"https://media.newyorker.com/photos/590950d71c7a8e33fb38a090/master/w_280,c_limit/2013_06_03.jpg",missing,missing,missing,missing
2013-06-10,Birgit Schössow.,"“Big City Noir,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-big-city-noir,"https://media.newyorker.com/photos/59096547019dfc3494ea09f3/master/w_200,c_limit/130610_toc_2.jpg","Cover Story,Covers,New York,_wordpress_id:1725251","Cover Story,Covers,New York,_wordpress_id:1725251",A comic about restless nights by the cover artist Birgit Schössow.,5924bf1653825d3e461cc3bf
2013-06-24,Richard McGuire.,"“Uncle Sam Is Listening,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-uncle-sam-is-listening,"https://media.newyorker.com/photos/590950d9c14b3c606c103586/master/w_280,c_limit/2013_06_24.jpg",missing,missing,missing,missing
2013-07-01,Ivan Brunetti.,"“Urban Bliss,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-ivan-brunettis-box-garden,"https://media.newyorker.com/photos/590950d96552fa0be682ba37/master/w_280,c_limit/2013_07_01.jpg",missing,missing,missing,missing
2013-07-08,Jack Hunter.,"“Moment of Joy,”",Françoise Mouly Mina Kaneko Jeffrey Toobin Amy Davidson Sorkin Ariel Levy ,http://www.newyorker.com/culture/culture-desk/cover-story-bert-and-ernies-moment-of-joy,"https://media.newyorker.com/photos/590950da2179605b11ad2d48/master/w_280,c_limit/2013_07_08.jpg","Gay Marriage,Politics,_wordpress_id:1727011","Gay Marriage,Politics,_wordpress_id:1727011",The artist Jack Hunter comments on same-sex marriage in his cover “Moment of Joy.”,5924e2c8504b4521f98659c0
2013-07-22,Bruce McCall.,"“Operation Neptune,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-bruce-mccalls-operation-neptune,"https://media.newyorker.com/photos/590950dbebe912338a372581/master/w_280,c_limit/2013_07_22.jpg",missing,missing,missing,missing
2013-07-29,Lorenzo Mattotti.,"“Inside, Outside,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-lorenzo-mattottis-natural-frame,"https://media.newyorker.com/photos/590950db1c7a8e33fb38a0a6/master/w_280,c_limit/2013_07_29.jpg",missing,missing,missing,missing
2013-08-05,John Cuneo.,"“Carlos Danger,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-john-cuneos-carlos-danger,"https://media.newyorker.com/photos/590950dc1c7a8e33fb38a0ac/master/w_280,c_limit/2013_08_05.jpg","_wordpress_id:1728551,Anthony Weiner","_wordpress_id:1728551,Anthony Weiner","“With a topic like Anthony Weiner, how can you find anything broad or funny that he hasn’t already personally breached?”",5924bf13ec03de731c843e41
2013-08-12,Anthony Russo.,"“Reading Time,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-anthony-russos-reading-time,"https://media.newyorker.com/photos/590950ddc14b3c606c103593/master/w_280,c_limit/2013_08_12.jpg",missing,missing,missing,missing
